Sales,Quantity,Discount,Profit
127.554,3,0.3,-9.111
77.952,3,0.2,15.5904
14.016,4,0.2,4.9056
69.52,2,0,19.4656
5.64,3,0,1.6356
13.776,3,0.2,4.4772
245.88,6,0,68.8464
36.63,3,0,9.8901
22.58,2,0,5.8708
12.39,3,0,5.8233
39.92,5,0.2,13.473
61.96,2,0,27.882
19.936,4,0.2,7.2268
3.798,2,0.7,-2.6586
27.744,6,0.2,10.0572
158.376,4,0.4,-34.3148
27.58,2,0,11.5836
5.553,3,0.7,-4.0722
243.92,5,0.2,-54.882
14.96,4,0,0.2992
7.184,2,0.2,2.245
10.512,3,0.2,3.6792
263.96,5,0.2,19.797
71.632,11,0.2,17.908
9.328,1,0.2,0.8162
5.88,2,0,2.646
975.92,5,0.2,121.99
303.84,8,0,91.152
485.88,6,0,19.4352
12.54,3,0,4.5144
8.94,3,0,0.6258
9.24,3,0,4.4352
70.008,3,0.2,24.5028
77.6,4,0,38.024
464.85,9,0,92.97
10.192,7,0.2,1.0192
1793.98,2,0,843.1706
758.352,6,0.2,265.4232
20.368,1,0.2,7.3834
49.848,3,0.2,16.8237
239.97,3,0,67.1916
2404.704,6,0.2,150.294
563.024,11,0.2,190.0206
344.91,3,0,10.3473
8.64,3,0,4.2336
89.988,2,0.4,-14.998
229.544,7,0.2,83.2097
1.824,2,0.2,0.6156
18.32,5,0.8,-46.716
48.816,3,0.2,-11.5938
1.188,1,0.8,-1.9602
119.8,5,0.2,29.95
61.568,2,0.2,4.6176
6.192,3,0.2,0.4644
2.214,3,0.7,-1.476
5.32,2,0,2.6068
975.92,4,0,292.776
2249.91,9,0,517.4793
59.92,4,0,16.7776
171.2,5,0.2,64.2
3.36,2,0,0.8736
114.2,5,0,52.532
182.67,3,0,52.9743
101.7,6,0,6.102
1126.02,3,0,56.301
1263.3,6,0,315.825
8.82,3,0,2.5578
37.94,2,0,18.2112
4.2,2,0,1.176
227.28,2,0,2.2728
47.9,1,0,22.992
61.96,2,0,30.3604
1117.92,4,0,55.896
183.372,2,0.3,-7.8588
7.968,2,0.2,2.8884
26.352,8,0.7,-18.4464
481.32,4,0,125.1432
13.98,1,0,3.6348
25.92,6,0.2,9.072
91.59,3,0,42.1314
674.058,3,0.3,-19.2588
22.92,4,0,11.0016
269.9,5,0,16.194
11.808,8,0.7,-8.6592
9.588,2,0.4,-2.0774
18.336,3,0.2,6.6468
36.288,7,0.2,12.7008
111.984,2,0.2,6.999
5.97,5,0.7,-4.577
2.508,2,0.7,-1.8392
35.96,2,0,10.4284
14.952,3,0.2,5.4201
67.144,7,0.2,5.8751
254.058,3,0.3,-32.6646
173.94,3,0,38.2668
231.98,2,0,67.2742
2.296,2,0.8,-3.9032
96.08,2,0,46.1184
3.62,2,0,1.1946
629.1,6,0,301.968
90.48,2,0,23.5248
14.88,2,0,3.72
91.275,1,0.5,-67.5435
19.44,3,0,9.3312
897.15,3,0,251.202
57.75,5,0,16.17
14.94,3,0,7.0218
23.1,2,0,6.93
12.536,1,0.2,4.2309
1.08,2,0.7,-0.792
4.512,3,0.2,0.846
16.776,3,0.2,1.6776
33.74,7,0,15.5204
1325.85,5,0,238.653
333.999,3,0.15,3.9294
19.9,5,0,6.567
1268.82,9,0,266.4522
283.92,4,0,82.3368
5.68,2,0,1.7608
375.34,1,0,18.767
96.08,2,0,46.1184
11.68,2,0.2,3.942
4.36,2,0,1.7876
29.24,4,0,13.7428
117.488,7,0.2,41.1208
18.84,3,0,6.0288
12.42,3,0,5.2164
12.96,2,0,6.2208
69.48,1,0,20.844
85.9,2,0,2.577
18.06,7,0,4.6956
79.14,3,0,36.4044
37.4,2,0,14.212
2.512,2,0.8,-4.396
18.864,9,0.2,6.1308
61.192,1,0.2,6.1192
67.84,1,0,18.3168
48.712,1,0.2,5.4801
17.94,3,0,4.6644
242.94,3,0,4.8588
7.764,4,0.7,-5.176
467.04,4,0.2,58.38
128.85,3,0,3.8655
8.4,2,0,4.116
199.98,2,0,83.9916
110.98,1,0,15.5372
207.984,2,0.2,-28.5978
36.112,2,0.2,12.6392
35.568,2,0.2,5.7798
88.768,2,0.2,31.0688
12.9,2,0,6.321
717.12,9,0.2,152.388
21.36,5,0.2,7.209
6.688,2,0.2,2.3408
773.94,6,0,224.4426
20.568,3,0.2,1.5426
4.356,2,0.8,-11.7612
19.04,4,0.2,-1.428
5.22,2,0,2.4012
84.84,3,0,22.9068
7.24,5,0.2,1.1765
14.4,5,0,7.056
15.552,3,0.2,5.4432
1325.76,6,0.2,149.148
3.108,2,0.7,-2.1756
6.672,3,0.2,2.1684
689.408,4,0.2,77.5584
1889.99,5,0.8,-2929.4845
55.936,8,0.2,18.8784
18.432,8,0.2,5.9904
20.32,5,0.2,3.556
52.064,4,0.2,18.8732
48.784,1,0.2,3.6588
13.092,4,0.7,-10.0372
109.592,1,0.2,8.2194
56.7,5,0,27.783
79.99,1,0,28.7964
69.5,5,0,20.155
191.6,4,0,91.968
10.56,2,0,5.0688
47.79,3,0,16.2486
714.3,5,0,207.147
2321.9,2,0,1114.512
17.94,3,0,3.0498
9.522,1,0.7,-6.9828
791.964,6,0.4,-131.994
4.923,3,0.7,-3.9384
209.979,7,0.7,-356.9643
33.93,3,0.7,-22.62
222.32,7,0.2,25.011
210.564,6,0.4,-52.641
35.168,7,0.2,9.6712
1502.376,4,0.4,-250.396
10.11,3,0,3.2352
772.47,3,0,146.7693
20.46,2,0,5.3196
347.58,3,0,17.379
72.64,2,0,21.792
772.47,3,0,146.7693
39.92,4,0,11.1776
33.48,2,0,16.4052
461.97,3,0,133.9713
137.62,2,0,60.5528
302.67,3,0,72.6408
239.976,3,0.2,53.9946
8.34,3,0,2.1684
8.57,1,0,2.2282
119.616,8,0.2,40.3704
212.94,3,0,25.5528
26.49,1,0,7.4172
687.4,5,0,48.118
653.55,3,0,111.1035
33.9,2,0,2.034
239.96,5,0.2,83.986
199.836,4,0.3,-37.1124
716,2,0,193.32
221.06,7,0,103.8982
67.71,3,0,32.5008
129.92,4,0,38.976
467.46,9,0,191.6586
61.4,5,0,28.858
720.76,4,0,187.3976
5.184,3,0.2,1.8144
14.7,5,0,3.969
8.134,7,0.8,-13.8278
79.984,2,0.2,13.9972
18.54,2,0,8.7138
24.4,2,0.2,7.93
195.64,4,0,91.9508
398.4,5,0.2,84.66
7.056,3,0.2,0.7938
1352.3976,9,0.32,-437.5404
26.4,5,0,11.88
41.88,6,0,0.8376
99.846,9,0.7,-83.205
699.98,2,0,195.9944
584.82,9,0,70.1784
43.98,2,0,21.99
377.97,3,0,105.8316
123.96,3,0,11.1564
391.98,2,0,113.6742
383.976,3,0.2,81.5949
1781.682,7,0.4,-653.2834
21.4,5,0,6.206
549.99,1,0,274.995
167.535,3,0.1,37.23
38.34,3,0,17.253
53.88,6,0,22.6296
299.98,2,0,83.9944
62.8,4,0,15.7
13.904,2,0.2,4.5188
744.1,5,0.3,-95.67
44.84,5,0.2,5.605
401.59,2,0.3,-131.951
18.24,3,0,8.5728
359.499,3,0.15,-29.6058
10.48,1,0,2.8296
20.736,4,0.2,7.2576
35.168,4,0.2,8.3524
64.704,3,0.2,23.4552
105.52,4,0,48.5392
5.792,2,0.8,-9.5568
466.158,7,0.4,-93.2316
10.312,1,0.2,-1.289
2.556,3,0.7,-1.7892
7.968,2,0.2,2.8884
8.784,1,0.2,3.1842
3.024,3,0.2,-0.6048
51.45,3,0,13.8915
14.016,4,0.8,-31.536
214.95,5,0.5,-120.372
35.04,4,0.2,-7.008
10.776,3,0.6,-4.8492
4.6,2,0.8,-8.05
35.168,2,0.2,-8.3524
19.152,3,0.2,6.4638
4.448,2,0.2,0.3336
5.184,1,0.2,1.8792
15.552,3,0.2,5.4432
40.032,6,0.2,12.51
16.776,3,0.2,5.0328
186.304,4,0.2,13.9728
66.36,4,0,23.226
42.048,9,0.2,5.256
67.92,5,0.2,6.792
52.512,6,0.2,19.692
186.912,6,0.2,-35.046
10.048,4,0.2,3.14
17.496,9,0.6,-7.4358
15.552,3,0.2,5.4432
10.776,3,0.2,3.3675
3.304,1,0.2,1.0738
35.48,1,0,0
34.44,3,0,16.1868
629.93,7,0,296.0671
79.056,9,0.2,28.6578
232.55,5,0,9.302
99.98,2,0,42.9914
19.44,3,0,9.3312
12.96,2,0,6.3504
464.292,9,0.4,-108.3348
68.46,7,0,31.4916
2799.96,4,0,1371.9804
601.3,2,0,198.429
16.99,1,0,4.4174
287.97,3,0,80.6316
44.82,9,0,21.0654
101.12,8,0,37.4144
107.976,3,0.2,37.7916
58.73,7,0,14.6825
93.344,4,0.2,32.6704
17.05,5,0,8.184
8.096,2,0.2,2.7324
30.36,4,0,13.0548
23.34,3,0,10.9698
51.55,5,0,24.2285
119.9,2,0,43.164
1317.492,6,0.1,292.776
63.84,8,0,18.5136
3.592,1,0.2,1.1225
86.26,2,0,29.3284
139.04,4,0,38.9312
46.8,4,0,16.38
8.544,4,0.2,1.9224
842.376,3,0.2,105.297
1214.85,3,0,352.3065
67.78,2,0,16.945
39.9,5,0,10.374
2.688,1,0.2,0.84
6.6,3,0,2.904
28.4,4,0,13.064
212.94,3,0,34.0704
1001.584,2,0.2,125.198
569.058,3,0.3,-178.8468
14.224,2,0.6,-10.3124
105.584,2,0.2,9.2386
68.72,2,0.2,-14.603
1367.84,8,0,259.8896
301.96,2,0,33.2156
170.352,3,0.2,-17.0352
3.9,2,0,1.521
12.84,3,0,5.778
15.84,3,0,7.128
563.94,3,0,112.788
62.94,3,0,11.9586
535.41,3,0,160.623
3504.9,5,0,700.98
144.12,3,0,69.1776
314.55,3,0,150.984
3.408,1,0.2,0.8946
2.072,2,0.8,-3.5224
328.3992,3,0.32,-91.7586
53.248,2,0.2,19.968
4.992,3,0.2,1.6848
37.68,2,0,15.8256
258.576,2,0.2,19.3932
75.84,2,0,29.5776
45.36,7,0,21.7728
45.78,3,0,22.89
40.29,3,0,10.0725
38.71,7,0,17.8066
1801.632,6,0.2,-337.806
748.752,8,0.4,-162.2296
199.96,4,0,15.9968
1516.2,7,0,394.212
167.952,6,0.2,-27.2922
45.04,2,0.2,4.504
23.16,2,0,11.58
397.6,5,0,43.736
85.96,7,0,40.4012
13.12,4,0,4.3296
45.66,3,0,22.3734
158.13,3,0,77.4837
43.6,5,0.2,4.36
3930.072,3,0.2,-786.0144
2.304,1,0.2,0.7776
431.976,3,0.2,32.3982
41.72,7,0.2,5.7365
104.23,7,0,28.1421
70.26,3,0,18.9702
9.26,2,0,3.0558
105.98,2,0,4.2392
1.24,1,0,0.5828
20.7,2,0,9.936
28.9,5,0,14.161
27.18,1,0,12.7746
465.18,3,0,120.9468
36.63,3,0,9.8901
51.45,3,0,13.8915
7.83,3,0,3.6018
35.4,5,0,13.452
29.9,5,0,13.455
17.48,2,0,8.2156
79.14,3,0,36.4044
8.4,5,0,4.2
498.26,7,0,134.5302
212.94,3,0,57.4938
706.86,7,0,197.9208
114.95,5,0,2.299
43.19,7,0,20.7312
166.44,3,0,79.8912
36.56,5,0.2,12.796
186.144,6,0.2,60.4968
353.568,2,0.2,-44.196
81.98,2,0,40.1702
14.624,2,0.2,5.1184
697.16,5,0.2,8.7145
30.93,1,0,12.6813
27.496,7,0.2,9.2799
605.34,6,0,145.2816
210.008,1,0.2,2.6251
54.96,3,0,15.9384
164.22,3,0,50.9082
362.94,3,0,36.294
59.98,2,0,26.3912
332.94,3,0,6.6588
39.872,2,0.2,12.9584
13.68,2,0,3.6936
3.318,3,0.8,-5.6406
10.44,1,0,4.8024
136.464,2,0.2,15.3522
333.576,3,0.2,33.3576
12.544,2,0.2,4.704
20.768,8,0.8,-52.9584
43.5,3,0,10.875
12.576,4,0.2,4.0872
249.95,5,0,19.996
49.12,4,0,23.0864
182.91,3,0,53.0439
107.648,2,0.2,33.64
99.372,2,0.3,-7.098
33.568,2,0.2,-5.4548
10.56,2,0,4.752
38.88,6,0,18.6624
35.2,5,0,16.544
45.528,3,0.2,15.9348
196.776,3,0.2,14.7582
2.92,2,0.8,-4.818
200.795,1,0.3,-22.948
46.688,4,0.2,-2.918
21.864,3,0.2,3.5529
11.76,2,0,5.7624
167.94,3,0,82.2906
3.89,1,0,1.0114
52.44,4,0,24.1224
32.36,4,0,11.6496
406.6,5,0,113.848
27.92,4,0,8.0968
399.672,7,0.2,-14.9877
3.744,4,0.7,-2.6208
715.2,3,0,178.8
159.8,4,0,70.312
44.75,5,0,8.5025
340.116,6,0.3,-9.7176
105.52,4,0,48.5392
13.48,1,0,1.8872
85.52,2,0,22.2352
6.16,2,0,2.9568
36.84,3,0,17.3148
15.84,3,0,0
44.4,3,0,22.2
21.24,9,0.2,7.434
9.552,8,0.7,-7.3232
89.991,3,0.7,-152.9847
163.96,4,0,80.3404
17.904,2,0.2,6.2664
966.7,5,0.3,-13.81
182.112,6,0.2,61.4628
4.464,1,0.2,0.3348
51.588,1,0.4,-15.4764
50.4,8,0,23.184
89.568,2,0.2,32.4684
14.89,1,0,4.0203
543.92,8,0,135.98
4.08,2,0,1.9176
18.9,3,0,8.694
2275.5,10,0,386.835
1979.7,6,0,653.301
62.1,6,0,29.808
37.296,2,0.3,-1.0656
8.544,2,0.6,-7.476
68.95,5,0,28.959
296.37,3,0,80.0199
39.98,2,0,1.999
191.058,3,0.3,-46.3998
13.04,5,0.2,3.912
1525.188,6,0.8,-2287.782
9.216,4,0.2,3.3408
28.048,2,0.2,3.506
64.96,2,0,21.4368
30.56,4,0,14.9744
187.056,9,0.2,11.691
11.808,2,0.2,1.3284
9.656,1,0.2,1.5691
20.736,4,0.2,7.2576
27.36,3,0.7,-21.888
2314.116,7,0.4,-1002.7836
34.236,4,0.7,-26.2476
19.76,2,0.2,5.928
15.96,2,0,7.98
16.9,5,0,6.253
25.08,6,0,9.0288
6.68,2,0,2.004
19.44,3,0,9.3312
31.92,2,0.2,2.394
33.568,2,0.2,11.7488
63.94,1,0,24.9366
60.6,5,0.2,20.4525
22.72,4,0,6.5888
10.68,4,0,4.0584
17.34,3,0,8.4966
3.38,1,0,1.5548
26.976,4,0.2,8.7672
307.776,7,0.2,111.5688
244.55,5,0,4.891
12.24,6,0,5.7528
13.98,2,0,6.0114
899.95,5,0,53.997
1.632,1,0.2,0.5508
267.96,5,0.2,16.7475
31.95,1,0,2.2365
725.84,4,0,210.4936
10.896,3,0.2,3.9498
8.544,2,0.2,2.8836
32.34,3,0,15.5232
39.9,5,0,19.95
143.856,9,0.2,48.5514
41.92,4,0.2,15.196
329.584,2,0.2,37.0782
87.28,8,0,41.0216
279.456,6,0.2,20.9592
8,2,0,3.84
27.24,5,0.2,9.534
16.36,1,0,1.636
15.78,2,0,0.6312
45.98,2,0,12.8744
198.272,8,0.2,-32.2192
720.76,5,0.2,54.057
70.56,6,0,23.9904
81.96,2,0,22.9488
64.864,4,0.2,6.4864
151.192,1,0.2,13.2293
88.776,3,0.2,7.7679
11.56,4,0,5.4332
15.58,1,0,3.895
85.056,3,0.2,28.7064
273.96,2,0,71.2296
306.9,3,0,79.794
15.552,3,0.2,5.4432
347.361,7,0.3,-69.4722
10.368,2,0.2,3.6288
98.16,6,0,9.816
31.44,3,0,7.86
348.488,7,0.2,117.6147
172.736,4,0.2,-30.2288
15.54,3,0,7.6146
105.552,6,0.2,35.6238
25.92,5,0.2,9.072
15.808,8,0.2,5.3352
10.368,2,0.2,3.7584
358.2,3,0.4,41.79
545.916,14,0.4,72.7888
40.41,9,0,18.5886
167.976,3,0.2,10.4985
109.53,3,0,47.0979
9.82,2,0,4.8118
26.352,3,0.2,9.5526
22.5,6,0,10.8
9.96,2,0,4.5816
213.08,7,0,102.2784
1025.88,6,0,235.9524
21.98,7,0,9.891
63.2,5,0,23.384
39,12,0,11.31
2.907,3,0.7,-2.0349
556.665,5,0.15,6.549
71.98,2,0,15.1158
79.98,2,0,26.3934
24.672,4,0.2,7.71
3.744,1,0.2,1.3104
445.96,5,0.2,55.745
36.24,1,0,15.2208
10.65,3,0,5.0055
87.92,4,0,40.4432
22.424,1,0.2,8.409
90.48,3,0.2,33.93
42.76,1,0,11.1176
10.08,7,0.2,3.528
101.34,3,0,8.1072
224.75,5,0,62.93
73.176,6,0.8,-197.5752
20.736,4,0.2,7.2576
39.984,2,0.2,-8.9964
15.36,2,0,7.68
36.288,7,0.2,12.7008
150.384,2,0.2,15.0384
280.782,3,0.4,-60.8361
31.984,2,0.2,1.1994
11.232,3,0.2,3.9312
26.4,5,0,11.88
3.52,2,0,1.0208
1649.95,5,0,659.98
111.9,6,0,51.474
599.165,5,0.15,35.245
46.53,3,0,12.0978
31.984,2,0.2,1.999
161.568,2,0.2,16.1568
4.064,1,0.2,1.3716
6.216,4,0.7,-4.9728
8.896,4,0.2,0.6672
1640.7,5,0,459.396
270,3,0,97.2
19.52,2,0.2,5.368
9.81,5,0.7,-6.867
213.216,3,0.2,15.9912
588.784,2,0.2,183.995
2.064,1,0.2,0.1548
6.368,2,0.2,2.388
99.6,1,0,36.852
62.296,13,0.2,21.0249
10.71,3,0,2.7846
20.936,1,0.2,7.0659
33,6,0,8.25
249.95,5,0,87.4825
357.93,3,0,7.1586
57.4,5,0,10.906
331.96,2,0,149.382
40.56,2,0,12.9792
86.2,5,0,24.998
38.016,6,0.2,13.7808
8.384,1,0.2,0.7336
6.848,2,0.2,0.7704
19.6,5,0,9.604
68.46,2,0,20.538
13.344,6,0.2,4.3368
1478.272,8,0.2,92.392
16.272,1,0.2,-3.8646
9.24,3,0,4.4352
32.34,10,0.7,-23.716
56.064,4,0.2,19.6224
108.72,5,0.2,36.693
181.47,5,0.7,-320.597
16.176,3,0.2,6.066
122.352,3,0.2,13.7646
585.552,3,0.2,73.194
19.44,3,0,9.3312
123.92,5,0.2,9.294
13.36,5,0.2,4.008
78.256,2,0.2,-17.6076
102.018,7,0.7,-183.6324
750.68,2,0,37.534
44.4,3,0,22.2
84.55,5,0,22.8285
17.94,3,0,8.7906
128.4,3,0,62.916
1.869,1,0.7,-1.3083
103.192,1,0.2,11.6091
36,2,0,6.48
239.96,4,0,115.1808
40.68,2,0,0.4068
419.136,4,0.2,-68.1096
23.472,3,0.2,7.6284
3.592,4,0.8,-6.286
23.976,3,0.2,-5.6943
6.264,3,0.2,2.0358
20.808,3,0.2,1.8207
218.352,3,0.2,-19.1058
18.16,2,0.2,1.816
7.36,2,0,0.1472
41.4,4,0,19.872
411.332,4,0.15,-4.8392
7.656,4,0.7,-6.1248
63.92,2,0.2,19.176
6.56,2,0,1.9024
7.83,3,0,3.6018
41.9,2,0,8.799
664.146,6,0.1,88.5528
8.96,2,0,4.3904
3.312,1,0.2,0.6624
20.136,3,0.2,1.2585
8.856,3,0.2,2.8782
859.2,4,0.4,-186.16
61.96,2,0,27.882
17.92,4,0,8.6016
145.9,5,0,62.737
56.704,2,0.2,19.1376
11.12,2,0.2,3.475
32.896,4,0.2,11.1024
22.776,3,0.2,7.6869
239.97,3,0,2.3997
160.32,2,0,44.8896
128.85,3,0,3.8655
1319.96,4,0,527.984
239.96,10,0.3,-10.284
54.768,2,0.2,6.846
13.392,3,0.2,3.1806
23.92,5,0.2,8.671
255.968,4,0.2,-28.7964
21.552,6,0.2,7.0044
58.24,4,0,15.7248
80.28,12,0,36.9288
9.78,2,0,4.0098
1.81,1,0,0.6516
37.94,2,0,18.2112
79.96,5,0.2,27.986
115.296,3,0.2,40.3536
2479.96,4,0,743.988
179.94,6,0,75.5748
26.85,3,0,5.1015
323.37,3,0,129.348
59.94,3,0,28.1718
64.14,3,0,30.7872
11.67,3,0,5.6016
12.96,2,0,6.2208
17.43,3,0,8.0178
181.986,2,0.3,-54.5958
1.592,2,0.8,-2.6268
22.344,3,0.2,2.5137
455.97,6,0.5,-218.8656
10.44,6,0.7,-7.656
5.214,2,0.7,-4.1712
67.4,5,0,17.524
25.16,2,0,10.5672
126.56,4,0.2,47.46
43.68,3,0,11.7936
139.93,7,0,34.9825
2.672,1,0.2,0.334
16.656,6,0.2,-3.123
79.512,3,0.2,20.8719
36.288,7,0.2,12.7008
67.9932,1,0.32,-12.9987
10.16,2,0,3.4544
6.16,2,0,1.9712
56.3,2,0,15.764
6.48,1,0,3.1104
1325.85,5,0,238.653
14.94,3,0,6.8724
34.54,1,0,17.27
2999.95,5,0,1439.976
64.12,4,0,30.7776
19.456,4,0.2,2.1888
209.986,2,0.3,8.9994
29.76,5,0.2,1.86
89.768,1,0.3,-2.5648
959.984,2,0.2,335.9944
15.552,3,0.2,5.6376
34.36,1,0.2,-7.3015
98.376,3,0.2,35.6613
29.94,4,0.7,-23.952
17.472,3,0.2,5.6784
36.738,1,0.4,-9.1845
179.94,2,0.4,-44.985
383.64,6,0,122.7648
56.52,3,0,15.8256
6.56,2,0,1.9024
243.92,5,0.2,-15.245
47.52,9,0,22.8096
19.98,1,0,8.5914
8,5,0,3.44
6.16,2,0,1.9712
83.56,4,0,1.6712
546.06,3,0,163.818
269.49,3,0,5.3898
10.9,5,0,3.597
6.096,2,0.2,2.2098
34.05,3,0,9.534
352.38,2,0,81.0474
245.98,2,0,27.0578
18.94,1,0,9.47
59.913,7,0.7,-45.9333
391.98,2,0,109.7544
437.85,3,0,131.355
68.62,2,0,32.2514
25.02,3,0,6.5052
10.71,3,0,2.7846
55.984,2,0.2,4.1988
14.48,5,0.2,4.887
142.488,3,0.2,-3.5622
14.16,1,0.2,1.062
79.92,5,0.2,27.972
590.352,6,0.2,206.6232
17.088,2,0.2,1.068
98.392,1,0.2,-11.0691
11.05,5,0,2.9835
7.78,2,0,2.0228
659.9,2,0,217.767
53.04,3,0.2,-4.641
843.9,2,0,371.316
1496.16,9,0,224.424
117.96,2,0,5.898
21.3,5,0,8.733
1040.8,5,0,281.016
29.34,6,0,7.9218
19.52,2,0.2,5.368
443.92,4,0,8.8784
499.95,5,0,174.9825
3.04,1,0,1.0336
201.96,2,0,50.49
68.64,11,0,17.16
100,4,0,21
359.98,2,0,21.5988
6.16,2,0,2.9568
2348.82,9,0,399.2994
13.872,6,0.2,4.6818
273.552,3,0.2,-13.6776
815.292,9,0.4,-339.705
234.45,3,0,103.158
1256.22,6,0,75.3732
17.46,2,0,8.2062
10.528,7,0.2,3.6848
152.8,5,0,76.4
82.56,5,0.2,28.896
284.97,3,0,85.491
60.84,3,0,23.1192
1325.76,6,0.2,149.148
572.16,3,0.2,35.76
28.8,9,0.2,10.08
11.12,4,0,2.8912
7.04,4,0,3.0976
17.94,3,0,8.7906
34.76,5,0.2,11.297
74.45,5,0,20.1015
192.22,14,0,69.1992
19.44,3,0,9.3312
32.4,5,0,15.552
57.9,5,0,28.95
10.56,2,0,0
1194.165,5,0.15,210.735
40.99,1,0,20.0851
2.94,1,0,0.7938
45.24,4,0.7,-30.16
18.688,4,0.2,2.336
11.648,2,0.2,3.7856
112.776,3,0.2,-8.4582
377.45,5,0.5,-264.215
15.936,4,0.2,5.1792
28.68,3,0.2,-7.17
21.44,2,0.2,7.504
511.056,9,0.2,-95.823
18.656,2,0.2,1.3992
11.088,7,0.7,-8.1312
66.688,1,0.2,4.168
99.488,2,0.2,8.7052
14.62,2,0,6.8714
53.984,14,0.2,17.5448
389.97,3,0,132.5898
355.36,4,0,92.3936
140.376,3,0.2,8.7735
15.84,2,0.2,5.544
8.448,2,0.2,2.64
12.96,2,0,6.2208
57.408,6,0.2,5.7408
27.6,4,0,2.208
38.976,3,0.6,-50.6688
20.44,7,0,9.198
109.92,2,0,53.8608
6.38,1,0,2.9348
6.48,1,0,3.1104
15.84,3,0,7.128
1049.93,7,0,293.9804
154.9,5,0,40.274
98.352,3,0.2,35.6526
14.32,5,0.2,5.191
129.888,6,0.2,12.9888
48.944,7,0.2,16.5186
275.058,3,0.3,-90.3762
27.36,9,0,9.3024
44.75,5,0,20.585
134.99,1,0,36.4473
26.4,5,0,12.672
542.94,3,0,141.1644
71.088,2,0.2,-1.7772
27.396,9,0.8,-42.4638
13.456,1,0.8,-23.548
11.84,1,0.2,4.44
35.88,6,0,17.5812
40.752,3,0.2,15.282
139.96,5,0.2,-22.7435
2.624,1,0.2,0.2952
136.53,1,0.4,-52.3365
263.96,1,0.2,42.8935
11.64,3,0,3.3756
40.176,3,0.2,14.5638
79.44,3,0,30.1872
357.93,3,0,7.1586
127.764,2,0.1,21.294
2799.944,7,0.2,1014.9797
19.44,3,0,9.3312
36.792,1,0.2,4.1391
5.94,3,0,1.6038
177.55,5,0,47.9385
619.95,5,0,111.591
29.16,3,0,8.4564
57.96,7,0,27.2412
29.403,3,0.1,5.2272
81.4,5,0,21.164
8.72,5,0.2,2.289
91.176,3,0.2,4.5588
159.968,4,0.2,29.994
12.96,2,0,6.2208
331.536,3,0.2,-82.884
899.91,9,0,395.9604
946.344,7,0.2,118.293
178.11,3,0,32.0598
1089.75,3,0,305.13
61.06,2,0,28.0876
459.92,4,0,41.3928
27.52,4,0,12.6592
638.82,9,0,185.2578
30.69,3,0,7.9794
25.16,2,0,8.5544
13.92,3,0.2,4.872
19.36,2,0,9.2928
19.3,2,0,5.79
38.376,3,0.2,13.4316
12.96,2,0,6.3504
26.48,1,0,10.0624
532.72,2,0.2,53.272
26.72,4,0,12.8256
20.04,3,0,9.6192
795.48,7,0,7.9548
21.56,7,0,6.8992
249.584,2,0.2,31.198
68.112,3,0.2,17.8794
16.56,3,0.2,-2.484
74.95,5,0,36.7255
355.455,3,0.5,-184.8366
44.4,3,0,22.2
20.65,5,0,9.499
866.4,4,0,225.264
5.56,2,0,1.4456
3.16,4,0.8,-8.532
1999.96,5,0.2,624.9875
46.152,3,0.2,12.1149
32.985,3,0.5,-1.9791
481.32,4,0,125.1432
6.384,1,0.2,2.1546
542.94,3,0,152.0232
54.92,4,0,19.7712
1448.82,10,0.1,209.274
353.88,6,0,17.694
333.576,3,0.2,25.0182
60.144,6,0.2,20.2986
85.2,6,0.2,20.235
3.15,1,0,1.512
22.72,4,0,10.224
14.91,3,0,4.6221
1158.12,4,0,335.8548
599.99,1,0,233.9961
23.968,2,0.2,2.3968
638.288,7,0.2,-31.9144
13.208,1,0.2,4.6228
15.528,3,0.2,5.823
104.85,1,0,50.328
30.48,3,0,7.9248
112.648,1,0.2,11.2648
71.976,3,0.2,24.2919
2.21,1,0,0.5967
15.52,4,0,7.4496
36.44,4,0,16.398
217.764,6,0.7,-384.7164
39.072,6,0.2,4.3956
22.638,7,0.7,-16.6012
95.144,7,0.2,10.7037
12.32,5,0.2,1.848
4.419,3,0.7,-3.0933
35,7,0,16.8
72.784,1,0.2,0
97.84,2,0,25.4384
51.75,1,0,15.525
46.672,2,0.2,16.3352
1395.54,9,0,362.8404
117.36,4,0,36.3816
18.9,3,0,8.694
77.52,2,0,37.9848
421.372,2,0.3,-6.0196
575.968,4,0.2,43.1976
10.368,2,0.2,3.6288
15.984,2,0.2,1.1988
10.272,3,0.2,1.1556
61.792,4,0.2,6.1792
205.9992,3,0.32,-27.2646
12.192,3,0.2,4.1148
87.168,2,0.2,8.7168
31.744,2,0.2,8.3328
132.224,4,0.2,-18.1808
105.52,4,0,48.5392
91.96,2,0,15.6332
1487.976,3,0.2,185.997
19.44,3,0,9.3312
11.672,1,0.2,-0.7295
279.96,4,0,78.3888
12.912,3,0.2,4.6806
17.088,4,0.2,5.7672
93.15,9,0,44.712
11.52,4,0,5.6448
238.62,2,0,4.7724
7.77,1,0,2.0979
285.48,5,0.2,-10.7055
19.168,4,0.2,6.4692
26.136,3,0.2,1.9602
419.4,4,0,201.312
90.801,1,0.1,14.1246
181.764,2,0.1,-8.0784
5.56,2,0,2.224
581.96,2,0,104.7528
29.98,1,0,8.0946
519.96,4,0,176.7864
6.264,3,0.2,2.0358
363.92,5,0.2,0
64.2,5,0.7,-42.8
38.52,3,0.7,-26.964
